Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Analyzing Source Code,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Tendencies,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Technical Debt,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Tags,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Rules,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Quality Gates,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Reporting,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Measures,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Issues,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Extensions,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,SonarQube Administration,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Pre-Commit Check,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Metric Definitions in SonarQube,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Installing SonarQube,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Differential Views,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Customizing User Experience,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Comparing Projects,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,Browsing SonarQube,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarQube,The Time Machine,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,CI Plugins,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Running PMD via Command Line,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,PMD Project Reports,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,PMD Project Information,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,PMD MVN Plugin Usage,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,PMD Modules,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,PMD Integrations with IDEs,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,PMD Ant Task Usage,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Maven PMD Plugin Usage,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,JSP Support in PMD,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Installing PMD,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Finding Duplicate Code,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Downloading PMD,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Customizing PMD,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PMD,Suppressing Warnings in PMD,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Analysis Properties,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Using the FindBugs GUI,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Using the FindBugs Ant Task,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Using rejarForAnalysis,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Running FindBugs,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Installing FindBugs,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Filter Files,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Building FindBugs From Source,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Data Mining of Bugs with FindBugs,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Annotations,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FindBugs,Using the FindBugs Eclipse Plugin,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Semmle,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PerlTidy,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Polyspace,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Perl Based Static Code Analysis Tools,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Perl Critic,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PC-Lint,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Parasoft dotTEST,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Lintian,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Parasoft C/C++ Test,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Parasoft,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,MALPAS,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,MALPAS Software Static Analysis Toolset,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Moose,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,NDepend,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,ObjectWeb ASM,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Objective-Clang - C/Objective-C++ Based Static Code Analysis Tool,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Opa Static Code Analysis Tool,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Packaging Based Static Code Analysis Tools,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Padre,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Pretty Diff,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Protecode,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PRQA QA·C and QA·C++,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Sparse,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Splint,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Squale,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SQuORE,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,StyleCop,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,ThreadSafe,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Visual Studio Team System,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Veracode,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SPARK Toolset,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Sotoarc/Sotograph,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Soot,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,PVS-Studio,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Pylint - Python Based Static Code Analysis Tool,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,RIPS - PHP Based Static Code Analysis Tool,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Rpmlint,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SemmleCode,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SLAM Project,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SofCheck Inspector,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,SonarJ,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Yasca,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,LDRA Testbed,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,.NET Compiler Platform,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Coccinelle,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,CodeIt.Right,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,CodeRush,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,CodePeer,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Continuous Quality Assessment Toolkit,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Copy/Paste Detector,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Cppcheck,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Coverity SAVE,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,cpplint,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Clang,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,CLAIR,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,AdaControl,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Astr,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,AgileJ StructureViews,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Axivion Bauhaus Suite,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Berkeley Lazy Abstraction Software Verification Tool,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Black Duck Suite,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,CAST Application Intelligence Platform,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Cigital SecureAssist,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Checkstyle,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,DMS Software Reengineering Toolkit,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,ECLAIR,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,IBM Rational AppScan Source Edition,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Imagix 4D,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,IntelliJ IDEA Code Inspectors,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,JArchitect,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,JSHint,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,JSLint,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,JTest,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Klocwork,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Klocwork Insight,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,HP Fortify Static Code Analyzer,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,GrammaTech CodeSonar,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Eclipse CODAN,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,ESC/Java2,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,ESC/Java,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Fluctuat,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Formal Methods Based Static Code Analysis Tools,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,FxCop,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Frama-C,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Goanna,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Google Closure Compiler,,,,
Information Technology,Tools / Technologies,Programming Related,Static Code Analysis Tools / Software,Lint,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,BoundsChecker,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,OpenPAT,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Parasoft Insure++,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Parasoft JTest,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Purify,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Prism,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Recognizer,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,SIMMON,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,SIMON (Batch Interactive Test/Debug),,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,VB Watch,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Valgrind,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Jalangi,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Intel Parallel Inspector,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Cenzic,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,ClearSQL,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Daikon,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Dmalloc,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,DynInst,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Gcov,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,IBM OLIVER (CICS Interactive Test/Debug),,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,HP Security Suite,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,IBM Rational AppScan,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Intel Thread Checker,,,,
Information Technology,Tools / Technologies,Programming Related,Dynamic Code/Program Analysis Tools,Vector FabricsPareon,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,ANother Tool for Language Recognition,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,Lex,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,M4,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,JavaCC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,GNU Flex,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,GNU Bison,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,Candle,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,glex/gyacc,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,Coco/R,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Syntax Handling,Yacc,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Parallel Programming,OpenCL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Parallel Programming,CUDA,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Parallel Programming,OpenCV,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Parallel Programming,OpenGL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,*Lisp,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,A Mathematical Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,.QL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,A Sharp (A#),,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ABC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,A+ Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ABCL/c+,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ABSET,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Action Code Script,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Absys,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Active Scripting,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ActivePerl,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ActiveVFP,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Actor,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Actor-Based Concurrent Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ActorFoundry,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AD Model Builder,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Adenine Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Adenine,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Advanced Interactive Multidimensional Modeling System,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Agda,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AgentSheets,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Agilent VEE,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Aldor,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Agora,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Alef,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Algebraic Logic Functional Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ALGOL W,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Alice,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Algorithmic Skeleton,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Almquist shell,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Allegro Common Lisp,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Alma-0,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Alpha,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Alphard,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Ana Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AmbientTalk,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Analytica,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AMBIT,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AngelScript,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Apache Rivet,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,APL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,APL Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,App Inventor for Android,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,APLX,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AppleScript Editor,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AppleScript,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Applied Type System,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Applications-By-Forms,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AppWare,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Arbol,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Arbortext Command Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ARC Macro Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ARC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Argus,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ARexx,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ASCEND,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Ateji PX,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Aubit-4GL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Atom,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AutoHotkey Scripting Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AutoHotkey,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AutoIt Scripting Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AutoIt,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,AutoLISP,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Averest,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Axum,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Automator,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,B Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Base One Foundation Component Library,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Babel Middleware,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Bash (Unix Shell),,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Basic Combined Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BASIC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Batch File,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BBN LISP,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,bc,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BeanShell,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Befunge,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BennuGD,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Beginners All-purpose Symbolic Instruction Code,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BETA,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BirdMeertens Formalism,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Bidule,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Bigwig,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Bistro,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BitC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Blue,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,BLISS,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Boo,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Bourne Shell,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Brooks,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Brainfuck,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,C Omega,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,C Preprocessor,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,C Sharp,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,C*,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,C Shell,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cadence SKILL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cache Meta Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CA-Easytrieve Plus,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Candle,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cel,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cayenne,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cecil,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cerner CCL,,,,
